Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote
Nicaragua,1500 ,<1000 , 2500,,1900 ,1100 , 3100,,2400 ,1400 , 3700,,2900 ,1800 , 4300,,3500 ,2200 , 5200,,4100 ,2700 , 6000,,4700 ,3200 , 6800,,5400 ,3700 , 7500,,6000 ,4300 , 8100,,6600 ,4800 , 8600,,7200 ,5300 , 9100,,7600 ,5800 , 9600,,7800 ,6000 , 10 000,,8000 ,6200 , 10 000,,8100 ,6400 , 10 000,,8200 ,6400 , 10 000,,8300 ,6400 , 10 000,,8300 ,6600 , 10 000,,8400 ,6700 , 10 000,,8400 ,6700 , 10 000,,8500 ,6800 , 10 000,,8600 ,6900 , 11 000,,8700 ,7000 , 11 000,,8700 ,7100 , 11 000,,8800 ,7200 , 11 000,,9000 ,7400 , 11 000,,9200 ,7500 , 11 000,,9500 ,7700 , 12 000,,9700 ,7900 , 12 000,,10 000 ,8100 , 13 000,,10 000 ,8300 , 13 000,,11 000 ,8500 , 14 000,,11 000 ,8700 , 14 000,,12 000 ,9000 , 15 000,
Niger,9500 ,7100 , 12 000,,13 000 ,10 000 , 17 000,,17 000 ,14 000 , 22 000,,22 000 ,18 000 , 28 000,,28 000 ,23 000 , 34 000,,34 000 ,28 000 , 40 000,,39 000 ,33 000 , 46 000,,44 000 ,38 000 , 52 000,,48 000 ,42 000 , 56 000,,51 000 ,44 000 , 59 000,,53 000 ,47 000 , 61 000,,54 000 ,48 000 , 62 000,,54 000 ,48 000 , 61 000,,53 000 ,47 000 , 60 000,,51 000 ,45 000 , 58 000,,49 000 ,44 000 , 55 000,,46 000 ,42 000 , 52 000,,44 000 ,40 000 , 49 000,,42 000 ,38 000 , 47 000,,40 000 ,36 000 , 44 000,,38 000 ,34 000 , 42 000,,36 000 ,33 000 , 40 000,,35 000 ,32 000 , 38 000,,34 000 ,31 000 , 37 000,,33 000 ,30 000 , 36 000,,32 000 ,30 000 , 35 000,,31 000 ,29 000 , 34 000,,31 000 ,29 000 , 34 000,,31 000 ,28 000 , 34 000,,31 000 ,28 000 , 34 000,,31 000 ,28 000 , 34 000,,31 000 ,28 000 , 35 000,,31 000 ,28 000 , 35 000,,31 000 ,28 000 , 35 000,
Nigeria,500 000 ,420 000 , 610 000,,610 000 ,520 000 , 730 000,,740 000 ,630 000 , 860 000,,860 000 ,750 000 , 1 000 000,,990 000 ,870 000 , 1 200 000,,1 100 000 ,980 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 400 000,,1 300 000 ,1 200 000 , 1 500 000,,1 400 000 ,1 300 000 , 1 600 000,,1 500 000 ,1 400 000 , 1 700 000,,1 600 000 ,1 400 000 , 1 800 000,,1 600 000 ,1 500 000 , 1 800 000,,1 700 000 ,1 500 000 , 1 800 000,,1 700 000 ,1 500 000 , 1 900 000,,1 700 000 ,1 600 000 , 1 900 000,,1 700 000 ,1 600 000 , 1 900 000,,1 700 000 ,1 600 000 , 1 900 000,,1 800 000 ,1 600 000 , 1 900 000,,1 800 000 ,1 600 000 , 2 000 000,,1 800 000 ,1 700 000 , 2 000 000,,1 800 000 ,1 700 000 , 2 000 000,,1 900 000 ,1 700 000 , 2 000 000,,1 900 000 ,1 800 000 , 2 100 000,,1 900 000 ,1 800 000 , 2 100 000,,1 900 000 ,1 800 000 , 2 100 000,,1 900 000 ,1 800 000 , 2 100 000,,2 000 000 ,1 800 000 , 2 200 000,,2 000 000 ,1 900 000 , 2 200 000,,2 000 000 ,1 900 000 , 2 200 000,,2 000 000 ,1 900 000 , 2 200 000,,2 000 000 ,1 900 000 , 2 200 000,,2 000 000 ,1 900 000 , 2 200 000,,2 000 000 ,1 900 000 , 2 300 000,,2 000 000 ,1 900 000 , 2 300 000,
North Macedonia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,
Norway,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Oman,<500 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,1000 ,<1000 , 1200,,1100 ,<1000 , 1200,,1100 ,<1000 , 1300,,1100 ,<1000 , 1300,,1200 ,<1000 , 1300,,1200 ,1000 , 1400,,1200 ,1100 , 1400,,1300 ,1100 , 1400,,1300 ,1200 , 1500,,1400 ,1200 , 1500,,1400 ,1300 , 1600,,1700 ,1500 , 1800,,1900 ,1800 , 2100,,2200 ,2000 , 2400,,2400 ,2200 , 2600,,2500 ,2300 , 2700,,2600 ,2400 , 2900,,2800 ,2600 , 3100,,2800 ,2600 , 3100,,2800 ,2600 , 3100,,2800 ,2500 , 3000,,2600 ,2400 , 2900,,2700 ,2400 , 2900,,2700 ,2400 , 3000,,2800 ,2400 , 3100,
Pakistan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <200,,<200 ,<200 , <200,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,1100 ,<1000 , 1200,,2100 ,1900 , 2400,,8100 ,7100 , 9200,,18 000 ,15 000 , 21 000,,28 000 ,24 000 , 32 000,,41 000 ,34 000 , 46 000,,54 000 ,46 000 , 61 000,,67 000 ,58 000 , 76 000,,79 000 ,69 000 , 89 000,,92 000 ,79 000 , 100 000,,100 000 ,91 000 , 120 000,,110 000 ,100 000 , 130 000,,130 000 ,110 000 , 140 000,,140 000 ,120 000 , 150 000,,150 000 ,130 000 , 160 000,,160 000 ,150 000 , 180 000,,180 000 ,160 000 , 190 000,,200 000 ,180 000 , 210 000,,220 000 ,200 000 , 230 000,,240 000 ,220 000 , 260 000,,260 000 ,240 000 , 280 000,,290 000 ,270 000 , 310 000,
Panama,2800 ,2000 , 3300,,3700 ,2900 , 4400,,4800 ,3900 , 5300,,5800 ,4900 , 6400,,6800 ,5900 , 7500,,7700 ,6800 , 8600,,8600 ,7700 , 9600,,9400 ,8400 , 10 000,,10 000 ,9000 , 11 000,,11 000 ,9700 , 12 000,,12 000 ,10 000 , 13 000,,12 000 ,11 000 , 13 000,,13 000 ,12 000 , 14 000,,14 000 ,13 000 , 15 000,,14 000 ,13 000 , 15 000,,15 000 ,14 000 , 16 000,,16 000 ,14 000 , 17 000,,16 000 ,15 000 , 17 000,,17 000 ,16 000 , 18 000,,18 000 ,16 000 , 19 000,,19 000 ,17 000 , 20 000,,19 000 ,18 000 , 21 000,,20 000 ,18 000 , 22 000,,21 000 ,19 000 , 22 000,,22 000 ,20 000 , 23 000,,23 000 ,21 000 , 24 000,,24 000 ,22 000 , 26 000,,25 000 ,23 000 , 27 000,,26 000 ,23 000 , 28 000,,27 000 ,24 000 , 29 000,,28 000 ,25 000 , 30 000,,28 000 ,25 000 , 31 000,,29 000 ,26 000 , 32 000,,30 000 ,27 000 , 33 000,
Papua New Guinea,1200 ,<1000 , 1500,,1700 ,1300 , 2100,,2300 ,1800 , 3000,,3200 ,2500 , 4000,,4200 ,3300 , 5300,,5500 ,4400 , 6700,,7000 ,5800 , 8500,,8700 ,7300 , 10 000,,10 000 ,9000 , 12 000,,12 000 ,11 000 , 14 000,,14 000 ,13 000 , 16 000,,16 000 ,14 000 , 18 000,,18 000 ,16 000 , 20 000,,20 000 ,18 000 , 22 000,,21 000 ,19 000 , 23 000,,23 000 ,21 000 , 25 000,,24 000 ,22 000 , 27 000,,26 000 ,24 000 , 28 000,,28 000 ,26 000 , 31 000,,30 000 ,28 000 , 33 000,,33 000 ,30 000 , 36 000,,35 000 ,32 000 , 38 000,,37 000 ,34 000 , 41 000,,40 000 ,37 000 , 44 000,,42 000 ,39 000 , 46 000,,45 000 ,42 000 , 49 000,,48 000 ,44 000 , 52 000,,51 000 ,47 000 , 56 000,,54 000 ,50 000 , 60 000,,58 000 ,54 000 , 65 000,,62 000 ,57 000 , 70 000,,67 000 ,61 000 , 74 000,,71 000 ,64 000 , 80 000,,77 000 ,69 000 , 86 000,
Paraguay,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<500 ,<500 , <500,,<1000 ,<1000 , 1100,,1600 ,1200 , 2200,,2400 ,1800 , 3200,,3100 ,2400 , 4100,,3900 ,3100 , 5000,,4700 ,3700 , 5900,,5400 ,4400 , 6700,,6000 ,4900 , 7500,,6600 ,5500 , 8200,,7200 ,6000 , 8900,,7900 ,6600 , 9600,,8500 ,7100 , 10 000,,9200 ,7800 , 11 000,,9900 ,8400 , 12 000,,11 000 ,9100 , 13 000,,11 000 ,9700 , 14 000,,12 000 ,10 000 , 15 000,,13 000 ,11 000 , 16 000,,14 000 ,12 000 , 16 000,,15 000 ,12 000 , 17 000,,15 000 ,13 000 , 18 000,,16 000 ,14 000 , 19 000,,17 000 ,14 000 , 20 000,,18 000 ,15 000 , 21 000,,19 000 ,16 000 , 22 000,,20 000 ,16 000 , 23 000,,20 000 ,17 000 , 24 000,,21 000 ,18 000 , 26 000,,22 000 ,18 000 , 27 000,
Peru,46 000 ,34 000 , 62 000,,50 000 ,38 000 , 65 000,,53 000 ,41 000 , 69 000,,56 000 ,44 000 , 71 000,,59 000 ,47 000 , 74 000,,61 000 ,49 000 , 75 000,,62 000 ,50 000 , 76 000,,63 000 ,51 000 , 77 000,,63 000 ,52 000 , 77 000,,63 000 ,52 000 , 76 000,,63 000 ,53 000 , 76 000,,63 000 ,52 000 , 74 000,,62 000 ,52 000 , 74 000,,61 000 ,51 000 , 73 000,,61 000 ,51 000 , 72 000,,60 000 ,51 000 , 70 000,,60 000 ,51 000 , 71 000,,60 000 ,52 000 , 71 000,,60 000 ,52 000 , 70 000,,60 000 ,53 000 , 70 000,,61 000 ,53 000 , 71 000,,63 000 ,55 000 , 73 000,,65 000 ,56 000 , 74 000,,67 000 ,58 000 , 77 000,,69 000 ,61 000 , 81 000,,72 000 ,64 000 , 84 000,,76 000 ,67 000 , 89 000,,81 000 ,71 000 , 94 000,,86 000 ,76 000 , 100 000,,92 000 ,81 000 , 110 000,,97 000 ,85 000 , 110 000,,100 000 ,90 000 , 120 000,,110 000 ,93 000 , 130 000,,110 000 ,97 000 , 130 000,
Philippines,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <200,,<200 ,<200 , <200,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,1100 ,<1000 , 1300,,1500 ,1300 , 1700,,1900 ,1600 , 2200,,2500 ,2100 , 2900,,3300 ,2800 , 3800,,4300 ,3600 , 4900,,5600 ,4700 , 6400,,7500 ,6300 , 8700,,10 000 ,8800 , 12 000,,14 000 ,12 000 , 16 000,,18 000 ,15 000 , 21 000,,23 000 ,19 000 , 26 000,,29 000 ,24 000 , 33 000,,36 000 ,30 000 , 41 000,,44 000 ,37 000 , 51 000,,53 000 ,45 000 , 61 000,,64 000 ,54 000 , 74 000,,76 000 ,64 000 , 88 000,,90 000 ,75 000 , 100 000,,110 000 ,88 000 , 120 000,,120 000 ,100 000 , 140 000,,140 000 ,120 000 , 160 000,,160 000 ,140 000 , 190 000,,190 000 ,160 000 , 220 000,
Poland,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Portugal,11 000 ,9600 , 13 000,,15 000 ,12 000 , 17 000,,18 000 ,15 000 , 20 000,,21 000 ,18 000 , 23 000,,23 000 ,20 000 , 26 000,,25 000 ,22 000 , 28 000,,27 000 ,23 000 , 30 000,,28 000 ,24 000 , 31 000,,30 000 ,26 000 , 33 000,,31 000 ,27 000 , 34 000,,33 000 ,28 000 , 35 000,,34 000 ,29 000 , 36 000,,35 000 ,30 000 , 37 000,,36 000 ,31 000 , 39 000,,37 000 ,32 000 , 40 000,,38 000 ,33 000 , 41 000,,38 000 ,34 000 , 41 000,,39 000 ,35 000 , 42 000,,40 000 ,36 000 , 43 000,,41 000 ,36 000 , 44 000,,42 000 ,37 000 , 45 000,,42 000 ,37 000 , 46 000,,43 000 ,38 000 , 46 000,,43 000 ,38 000 , 47 000,,44 000 ,39 000 , 48 000,,44 000 ,39 000 , 48 000,,45 000 ,40 000 , 49 000,,45 000 ,40 000 , 49 000,,45 000 ,40 000 , 50 000,,46 000 ,40 000 , 50 000,,46 000 ,41 000 , 51 000,,47 000 ,41 000 , 51 000,,47 000 ,41 000 , 52 000,,47 000 ,41 000 , 51 000,
Qatar,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,
Republic of Korea,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Republic of Moldova,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,1100 ,<1000 , 1300,,1600 ,1300 , 1900,,2300 ,1900 , 2800,,3300 ,2700 , 4000,,4500 ,3700 , 5500,,5800 ,4900 , 7100,,7300 ,6100 , 8900,,8800 ,7300 , 11 000,,10 000 ,8400 , 12 000,,11 000 ,9400 , 14 000,,12 000 ,10 000 , 15 000,,13 000 ,11 000 , 16 000,,14 000 ,12 000 , 17 000,,14 000 ,12 000 , 18 000,,15 000 ,12 000 , 18 000,,15 000 ,13 000 , 19 000,,15 000 ,13 000 , 19 000,,16 000 ,13 000 , 19 000,,16 000 ,13 000 , 19 000,,16 000 ,13 000 , 19 000,,16 000 ,13 000 , 19 000,,16 000 ,13 000 , 19 000,,16 000 ,13 000 , 20 000,,16 000 ,13 000 , 20 000,,16 000 ,13 000 , 20 000,,16 000 ,13 000 , 20 000,,16 000 ,13 000 , 20 000,,16 000 ,14 000 , 20 000,,16 000 ,14 000 , 20 000,,16 000 ,14 000 , 20 000,,16 000 ,14 000 , 20 000,
Romania,3600 ,2400 , 5600,,6000 ,4500 , 8100,,8100 ,6400 , 10 000,,9900 ,8400 , 12 000,,11 000 ,9700 , 13 000,,12 000 ,10 000 , 13 000,,12 000 ,10 000 , 14 000,,12 000 ,11 000 , 14 000,,13 000 ,11 000 , 14 000,,13 000 ,11 000 , 14 000,,13 000 ,12 000 , 14 000,,13 000 ,12 000 , 14 000,,13 000 ,12 000 , 14 000,,13 000 ,12 000 , 15 000,,14 000 ,13 000 , 15 000,,14 000 ,13 000 , 15 000,,14 000 ,13 000 , 15 000,,14 000 ,13 000 , 15 000,,14 000 ,13 000 , 15 000,,14 000 ,13 000 , 15 000,,14 000 ,13 000 , 15 000,,14 000 ,13 000 , 16 000,,15 000 ,13 000 , 16 000,,15 000 ,13 000 , 16 000,,15 000 ,14 000 , 16 000,,15 000 ,14 000 , 17 000,,16 000 ,14 000 , 17 000,,16 000 ,14 000 , 17 000,,16 000 ,14 000 , 18 000,,16 000 ,15 000 , 18 000,,17 000 ,15 000 , 19 000,,17 000 ,15 000 , 19 000,,18 000 ,16 000 , 21 000,,18 000 ,16 000 , 21 000,
Russian Federation,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Rwanda,130 000 ,78 000 , 200 000,,150 000 ,97 000 , 220 000,,170 000 ,120 000 , 240 000,,190 000 ,140 000 , 260 000,,120 000 ,98 000 , 160 000,,150 000 ,120 000 , 180 000,,200 000 ,160 000 , 240 000,,210 000 ,180 000 , 250 000,,220 000 ,190 000 , 260 000,,230 000 ,200 000 , 260 000,,230 000 ,200 000 , 260 000,,230 000 ,210 000 , 260 000,,230 000 ,210 000 , 250 000,,230 000 ,210 000 , 250 000,,220 000 ,210 000 , 250 000,,220 000 ,210 000 , 250 000,,220 000 ,210 000 , 240 000,,230 000 ,210 000 , 250 000,,230 000 ,210 000 , 250 000,,230 000 ,210 000 , 250 000,,230 000 ,220 000 , 260 000,,230 000 ,220 000 , 260 000,,240 000 ,220 000 , 260 000,,240 000 ,220 000 , 260 000,,240 000 ,220 000 , 260 000,,240 000 ,220 000 , 260 000,,240 000 ,220 000 , 260 000,,240 000 ,220 000 , 260 000,,240 000 ,220 000 , 260 000,,240 000 ,220 000 , 260 000,,240 000 ,220 000 , 260 000,,230 000 ,220 000 , 260 000,,230 000 ,210 000 , 260 000,,230 000 ,210 000 , 260 000,
